Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A3998,Talent Acquisition Intern,Flipkart,Fintech,MNC,Full-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/gurugram/intern-2133,6.0,Long-term,Paid,17500.0,Gurugram,Haryana,Normal,5000.0,17500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3999,HR Operations Intern,Myntra,Manufacturing,MNC,Part-time,Hyderabad,Telangana,On-site,Human Resources,3 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2134,3.0,Medium-term,Paid,27500.0,Hyderabad,Telangana,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4000,Talent Acquisition Intern,Flipkart,EdTech,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,2 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2135,2.0,Short-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4001,HR Operations Intern,Wipro,Information Technology,MNC,Full-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2136,3.0,Medium-term,Paid,20000.0,Bengaluru,Karnataka,Normal,10000.0,20000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A4002,HR Operations Intern,HDFC Bank,Information Technology,Startup,Part-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2137,2.0,Short-term,Paid,27500.0,Bengaluru,Karnataka,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4003,Learning & Development Intern,EY,Fintech,MNC,Full-time,Pune,Maharashtra,Hybrid,Human Resources,3 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/pune/intern-2138,3.0,Medium-term,Paid,20000.0,Pune,Maharashtra,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4004,Learning & Development Intern,Accenture,E-commerce,Enterprise,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,3 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/noida/intern-2139,3.0,Medium-term,Paid,22500.0,Noida,Uttar Pradesh,Normal,15000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4005,Learning & Development Intern,PhonePe,Telecom,MNC,Full-time,Bengaluru,Karnataka,Remote,Human Resources,3 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2140,3.0,Medium-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4006,HR Intern,PwC,Manufacturing,Private Limited,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/noida/intern-2141,6.0,Long-term,Paid,25000.0,Noida,Uttar Pradesh,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4007,HR Operations Intern,Reliance Industries,Logistics,Startup,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/chennai/intern-2142,6.0,Long-term,Paid,22500.0,Chennai,Tamil Nadu,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4008,HR Intern,PwC,FMCG,Startup,Part-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2143,6.0,Long-term,Paid,12500.0,Ahmedabad,Gujarat,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4009,Learning & Development Intern,Oracle,Information Technology,Public Limited,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,6 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2144,6.0,Long-term,Paid,17500.0,Bengaluru,Karnataka,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4010,Talent Acquisition Intern,Amazon,EdTech,Enterprise,Full-time,Hyderabad,Telangana,Hybrid,Human Resources,6 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2145,6.0,Long-term,Paid,27500.0,Hyderabad,Telangana,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A4011,Recruitment Intern,Accenture,FMCG,Private Limited,Part-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2146,6.0,Long-term,Paid,25000.0,Bengaluru,Karnataka,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4012,Learning & Development Intern,HCL Tech,Banking & Financial Services,Startup,Part-time,Ahmedabad,Gujarat,Hybrid,Human Resources,3 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2147,3.0,Medium-term,Paid,22500.0,Ahmedabad,Gujarat,Normal,15000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4013,HR Operations Intern,Byju's,Information Technology,MNC,Part-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/kolkata/intern-2148,6.0,Long-term,Paid,17500.0,Kolkata,West Bengal,Normal,15000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4014,Learning & Development Intern,HDFC Bank,Telecom,Startup,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,2 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2149,2.0,Short-term,Paid,12500.0,Ahmedabad,Gujarat,Normal,5000.0,12500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A4015,HR Intern,Razorpay,Logistics,MNC,Full-time,New Delhi,Delhi,Hybrid,Human Resources,3 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2150,3.0,Medium-term,Paid,27500.0,New Delhi,Delhi,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4016,Talent Acquisition Intern,Swiggy,EdTech,Private Limited,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2151,6.0,Long-term,Paid,22500.0,Ahmedabad,Gujarat,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4017,Recruitment Intern,Myntra,Fintech,Startup,Part-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2152,2.0,Short-term,Paid,25000.0,Hyderabad,Telangana,Normal,10000.0,25000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4018,Recruitment Intern,Razorpay,Banking & Financial Services,Public Limited,Part-time,New Delhi,Delhi,On-site,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2153,6.0,Long-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4019,Talent Acquisition Intern,Amazon,Logistics,Public Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2154,6.0,Long-term,Paid,25000.0,New Delhi,Delhi,Normal,10000.0,25000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4020,HR Operations Intern,Tech Mahindra,Fintech,MNC,Part-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/mumbai/intern-2155,2.0,Short-term,Paid,17500.0,Mumbai,Maharashtra,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4021,HR Operations Intern,Deloitte,Logistics,Public Limited,Full-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2156,2.0,Short-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A4022,HR Intern,Byju's,Fintech,Startup,Full-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2157,2.0,Short-term,Paid,22500.0,Hyderabad,Telangana,Normal,15000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4023,Learning & Development Intern,Blinkit,Fintech,Startup,Part-time,Kolkata,West Bengal,Remote,Human Resources,6 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/kolkata/intern-2158,6.0,Long-term,Paid,17500.0,Kolkata,West Bengal,Normal,15000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A4024,HR Operations Intern,IBM,FMCG,Private Limited,Part-time,Mumbai,Maharashtra,Remote,Human Resources,6 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/mumbai/intern-2159,6.0,Long-term,Paid,17500.0,Mumbai,Maharashtra,Normal,5000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A4025,Talent Acquisition Intern,Blinkit,Telecom,Startup,Full-time,New Delhi,Delhi,On-site,Human Resources,3 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2160,3.0,Medium-term,Paid,22500.0,New Delhi,Delhi,Normal,15000.0,22500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A4026,HR Operations Intern,IBM,E-commerce,Private Limited,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,6 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/chennai/intern-2161,6.0,Long-term,Paid,20000.0,Chennai,Tamil Nadu,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A4027,Talent Acquisition Intern,TCS,FMCG,Enterprise,Full-time,Mumbai,Maharashtra,Remote,Human Resources,2 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/mumbai/intern-2162,2.0,Short-term,Paid,22500.0,Mumbai,Maharashtra,Normal,15000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A4028,HR Operations Intern,Oracle,Telecom,MNC,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/chennai/intern-2163,2.0,Short-term,Paid,27500.0,Chennai,Tamil Nadu,Normal,15000.0,27500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4029,HR Operations Intern,TCS,Healthcare,Private Limited,Full-time,New Delhi,Delhi,Hybrid,Human Resources,6 Months,10000.0,20000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2164,6.0,Long-term,Paid,15000.0,New Delhi,Delhi,Normal,10000.0,15000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4030,Learning & Development Intern,Byju's,Information Technology,Public Limited,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/mumbai/intern-2165,6.0,Long-term,Paid,25000.0,Mumbai,Maharashtra,Normal,10000.0,25000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A4031,HR Operations Intern,HCL Tech,FMCG,Private Limited,Part-time,Mumbai,Maharashtra,On-site,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/mumbai/intern-2166,6.0,Long-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4032,Learning & Development Intern,Infosys,Healthcare,MNC,Part-time,Hyderabad,Telangana,On-site,Human Resources,3 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2167,3.0,Medium-term,Paid,22500.0,Hyderabad,Telangana,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4033,HR Operations Intern,LTIMindtree,EdTech,MNC,Full-time,New Delhi,Delhi,On-site,Human Resources,6 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2168,6.0,Long-term,Paid,27500.0,New Delhi,Delhi,Normal,15000.0,27500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A4034,HR Operations Intern,Blinkit,Healthcare,Startup,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,6 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/chennai/intern-2169,6.0,Long-term,Paid,27500.0,Chennai,Tamil Nadu,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4035,Recruitment Intern,Accenture,FMCG,Enterprise,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,2 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/chennai/intern-2170,2.0,Short-term,Paid,25000.0,Chennai,Tamil Nadu,Normal,10000.0,25000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A4036,HR Operations Intern,Amazon,FMCG,Startup,Part-time,New Delhi,Delhi,Hybrid,Human Resources,3 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2171,3.0,Medium-term,Paid,17500.0,New Delhi,Delhi,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4037,HR Operations Intern,Cognizant,Banking & Financial Services,Startup,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2172,6.0,Long-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4038,HR Operations Intern,ICICI Bank,Manufacturing,Startup,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/chennai/intern-2173,6.0,Long-term,Paid,22500.0,Chennai,Tamil Nadu,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4039,HR Operations Intern,KPMG,Logistics,Startup,Full-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/mumbai/intern-2174,3.0,Medium-term,Paid,20000.0,Mumbai,Maharashtra,Normal,10000.0,20000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A4040,HR Intern,PwC,Telecom,Public Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,2 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2175,2.0,Short-term,Paid,22500.0,New Delhi,Delhi,Normal,5000.0,22500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4041,Learning & Development Intern,Tata Motors,Fintech,MNC,Full-time,Gurugram,Haryana,On-site,Human Resources,3 Months,10000.0,20000.0,Apna jobs,https://apna.co/job/gurugram/intern-2176,3.0,Medium-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Graduate
A4042,HR Operations Intern,Reliance Industries,Banking & Financial Services,Enterprise,Part-time,New Delhi,Delhi,Hybrid,Human Resources,3 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2177,3.0,Medium-term,Paid,27500.0,New Delhi,Delhi,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4043,HR Intern,EY,E-commerce,MNC,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2178,6.0,Long-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,15000.0,17500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4044,Recruitment Intern,Flipkart,FMCG,Enterprise,Part-time,Pune,Maharashtra,Remote,Human Resources,3 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/pune/intern-2179,3.0,Medium-term,Paid,17500.0,Pune,Maharashtra,Normal,5000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A4045,HR Operations Intern,EY,Information Technology,Private Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2180,6.0,Long-term,Paid,22500.0,New Delhi,Delhi,Normal,5000.0,22500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A4046,Recruitment Intern,Tata Motors,Healthcare,Enterprise,Part-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/mumbai/intern-2181,3.0,Medium-term,Paid,22500.0,Mumbai,Maharashtra,Normal,15000.0,22500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A4047,Talent Acquisition Intern,HCL Tech,Manufacturing,Enterprise,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,3 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/chennai/intern-2182,3.0,Medium-term,Paid,22500.0,Chennai,Tamil Nadu,Normal,15000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4048,Recruitment Intern,ICICI Bank,Healthcare,Enterprise,Full-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/mumbai/intern-2183,3.0,Medium-term,Paid,25000.0,Mumbai,Maharashtra,Normal,10000.0,25000.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4049,Talent Acquisition Intern,EY,Banking & Financial Services,MNC,Part-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2184,6.0,Long-term,Paid,17500.0,Bengaluru,Karnataka,Normal,5000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4050,Recruitment Intern,HCL Tech,Logistics,MNC,Part-time,Pune,Maharashtra,Hybrid,Human Resources,3 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/pune/intern-2185,3.0,Medium-term,Paid,17500.0,Pune,Maharashtra,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4051,HR Operations Intern,LTIMindtree,Information Technology,Enterprise,Part-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2186,2.0,Short-term,Paid,20000.0,Bengaluru,Karnataka,Normal,10000.0,20000.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4052,HR Intern,Myntra,Manufacturing,Public Limited,Part-time,Hyderabad,Telangana,On-site,Human Resources,2 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2187,2.0,Short-term,Paid,17500.0,Hyderabad,Telangana,Normal,5000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4053,HR Operations Intern,ICICI Bank,Banking & Financial Services,Startup,Part-time,Kolkata,West Bengal,On-site,Human Resources,2 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/kolkata/intern-2188,2.0,Short-term,Paid,22500.0,Kolkata,West Bengal,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4054,HR Operations Intern,Deloitte,Fintech,Enterprise,Part-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/kolkata/intern-2189,6.0,Long-term,Paid,17500.0,Kolkata,West Bengal,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4055,Recruitment Intern,Zomato,Banking & Financial Services,Public Limited,Full-time,Ahmedabad,Gujarat,On-site,Human Resources,2 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/ahmedabad/intern-2190,2.0,Short-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A4056,Learning & Development Intern,Zepto,EdTech,Public Limited,Full-time,Pune,Maharashtra,Hybrid,Human Resources,2 Months,10000.0,20000.0,Apna jobs,https://apna.co/job/pune/intern-2191,2.0,Short-term,Paid,15000.0,Pune,Maharashtra,Normal,10000.0,15000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4057,HR Intern,Cognizant,Fintech,Startup,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/chennai/intern-2192,6.0,Long-term,Paid,12500.0,Chennai,Tamil Nadu,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A4058,Talent Acquisition Intern,Reliance Industries,Fintech,Startup,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/mumbai/intern-2193,6.0,Long-term,Paid,17500.0,Mumbai,Maharashtra,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4059,Learning & Development Intern,Genpact,Healthcare,Public Limited,Full-time,Bengaluru,Karnataka,Remote,Human Resources,6 Months,15000.0,30000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2194,6.0,Long-term,Paid,22500.0,Bengaluru,Karnataka,Normal,15000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4060,HR Intern,PhonePe,Logistics,Startup,Full-time,Pune,Maharashtra,On-site,Human Resources,6 Months,10000.0,20000.0,Apna jobs,https://apna.co/job/pune/intern-2195,6.0,Long-term,Paid,15000.0,Pune,Maharashtra,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Graduate
A4061,Recruitment Intern,LTIMindtree,Telecom,Startup,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,3 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/chennai/intern-2196,3.0,Medium-term,Paid,25000.0,Chennai,Tamil Nadu,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4062,Talent Acquisition Intern,Wipro,Telecom,Private Limited,Full-time,Pune,Maharashtra,Remote,Human Resources,3 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/pune/intern-2197,3.0,Medium-term,Paid,20000.0,Pune,Maharashtra,Normal,10000.0,20000.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4063,Recruitment Intern,Wipro,EdTech,MNC,Part-time,Hyderabad,Telangana,On-site,Human Resources,3 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/hyderabad/intern-2198,3.0,Medium-term,Paid,25000.0,Hyderabad,Telangana,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4064,Learning & Development Intern,TCS,Healthcare,MNC,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,6 Months,20000.0,35000.0,Apna jobs,https://apna.co/job/chennai/intern-2199,6.0,Long-term,Paid,27500.0,Chennai,Tamil Nadu,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4065,HR Intern,Infosys,Banking & Financial Services,Startup,Part-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/gurugram/intern-2200,6.0,Long-term,Paid,22500.0,Gurugram,Haryana,Normal,5000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4066,HR Intern,Byju's,Fintech,MNC,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,2 Months,10000.0,25000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2201,2.0,Short-term,Paid,17500.0,Bengaluru,Karnataka,Normal,15000.0,17500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4067,Recruitment Intern,Tech Mahindra,Telecom,Enterprise,Part-time,Gurugram,Haryana,On-site,Human Resources,6 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/gurugram/intern-2202,6.0,Long-term,Paid,22500.0,Gurugram,Haryana,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A4068,Recruitment Intern,Razorpay,Logistics,Public Limited,Part-time,New Delhi,Delhi,Hybrid,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/new-delhi/intern-2203,6.0,Long-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A4069,Talent Acquisition Intern,LTIMindtree,Banking & Financial Services,Public Limited,Part-time,Gurugram,Haryana,On-site,Human Resources,3 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/gurugram/intern-2204,3.0,Medium-term,Paid,12500.0,Gurugram,Haryana,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A4070,HR Operations Intern,Flipkart,Banking & Financial Services,Enterprise,Part-time,Gurugram,Haryana,Hybrid,Human Resources,2 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/gurugram/intern-2205,2.0,Short-term,Paid,17500.0,Gurugram,Haryana,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4071,HR Intern,Accenture,E-commerce,Startup,Full-time,Pune,Maharashtra,Remote,Human Resources,2 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/pune/intern-2206,2.0,Short-term,Paid,20000.0,Pune,Maharashtra,Normal,10000.0,20000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A4072,Learning & Development Intern,Swiggy,Logistics,Public Limited,Full-time,Bengaluru,Karnataka,Remote,Human Resources,3 Months,20000.0,25000.0,Apna jobs,https://apna.co/job/bengaluru/intern-2207,3.0,Medium-term,Paid,22500.0,Bengaluru,Karnataka,Normal,5000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4073,Recruitment Intern,Infosys,Information Technology,Private Limited,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/chennai/intern-2208,2.0,Short-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,5000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A4074,Talent Acquisition Intern,Capgemini,FMCG,MNC,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,10000.0,15000.0,Apna jobs,https://apna.co/job/mumbai/intern-2209,6.0,Long-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A4075,HR Intern,Amazon,Logistics,MNC,Part-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,15000.0,25000.0,Apna jobs,https://apna.co/job/kolkata/intern-2210,6.0,Long-term,Paid,20000.0,Kolkata,West Bengal,Normal,10000.0,20000.0,1,0,1,0,0,1,3,1,1,1,Graduate
A4076,Recruitment Intern,PwC,FMCG,Public Limited,Full-time,Pune,Maharashtra,On-site,Human Resources,3 Months,15000.0,20000.0,Apna jobs,https://apna.co/job/pune/intern-2211,3.0,Medium-term,Paid,17500.0,Pune,Maharashtra,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A4077,HR Operations Intern,Flipkart,Manufacturing,Private Limited,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,20000.0,30000.0,Apna jobs,https://apna.co/job/chennai/intern-2212,2.0,Short-term,Paid,25000.0,Chennai,Tamil Nadu,Normal,10000.0,25000.0,1,0,0,1,1,0,3,1,1,1,Graduate
